iter	Passed	Remaining
690	6034	2698
691	6042	2689
692	6049	2680
693	6057	2671
694	6065	2661
695	6072	2652
696	6080	2643
697	6088	2634
698	6097	2625
699	6106	2617
700	6113	2607
701	6122	2598
702	6129	2589
703	6138	2580
704	6146	2571
705	6153	2562
706	6161	2553
707	6169	2544
708	6177	2535
709	6184	2526
710	6193	2517
711	6202	2508
712	6210	2499
713	6217	2490
714	6226	2481
715	6233	2472
716	6242	2463
717	6249	2454
718	6258	2445
719	6265	2436
720	6273	2427
721	6281	2418
722	6289	2409
723	6297	2400
724	6306	2392
725	6314	2383
726	6323	2374
727	6330	2365
728	6339	2356
729	6346	2347
730	6355	2338
731	6362	2329
732	6371	2320
733	6378	2311
734	6387	2303
735	6396	2294
736	6405	2285
737	6413	2276
738	6422	2268
739	6430	2259
740	6440	2251
741	6450	2242
742	6458	2234
743	6469	2226
744	6478	2217
745	6487	2208
746	6497	2200
747	6506	2192
748	6519	2184
749	6528	2176
750	6538	2167
751	6548	2159
752	6555	2150
753	6563	2141
754	6571	2132
755	6579	2123
756	6592	2116
757	6602	2107
758	6610	2099
759	6620	2090
760	6630	2082
761	6639	2073
762	6648	2065
763	6657	2056
764	6666	2047
765	6673	2038
766	6681	2029
767	6689	2020
768	6697	2011
769	6704	2002
770	6713	1993
771	6720	1984
772	6729	1976
773	6737	1967
774	6745	1958
775	6753	1949
776	6761	1940
777	6769	1931
778	6778	1922
779	6785	1913
780	6794	1905
781	6802	1896
782	6810	1887
783	6818	1878
784	6827	1869
785	6835	1861
786	6844	1852
787	6852	1843
788	6860	1834
789	6868	1825
790	6876	1816
791	6884	1807
792	6892	1799
793	6900	1790
794	6908	1781
795	6916	1772
796	6924	1763
797	6931	1754
798	6940	1745
799	6947	1736
800	6954	1727
801	6962	1719
802	6970	1710
803	6978	1701
804	6986	1692
805	6994	1683
806	7002	1674
807	7011	1666
808	7021	1657
809	7029	1648
810	7037	1639
811	7044	1631
812	7052	1622
813	7061	1613
814	7069	1604
815	7079	1596
816	7087	1587
817	7095	1578
818	7104	1570
819	7111	1561
820	7120	1552
821	7128	1543
822	7136	1534
823	7144	1526
824	7153	1517
825	7160	1508
826	7169	1499
827	7176	1490
828	7185	1482
829	7192	1473
830	7200	1464
831	7209	1455
832	7217	1446
833	7225	1438
834	7233	1429
835	7240	1420
836	7248	1411
837	7256	1402
838	7264	1394
839	7272	1385
840	7281	1376
841	7288	1367
842	7296	1358
843	7305	1350
844	7312	1341
845	7321	1332
846	7329	1324
847	7338	1315
848	7345	1306
849	7354	1297
850	7362	1289
851	7370	1280
852	7380	1271
853	7387	1263
854	7395	1254
855	7404	1245
856	7411	1236
857	7419	1227
858	7427	1219
859	7436	1210
860	7444	1201
861	7452	1193
862	7460	1184
863	7468	1175
864	7475	1166
865	7483	1158
866	7491	1149
867	7499	1140
868	7507	1131
869	7520	1123
870	7529	1115
871	7537	1106
872	7545	1097
873	7553	1088
874	7562	1080
875	7570	1071
876	7578	1062
877	7586	1054
878	7594	1045
879	7602	1036
880	7611	1028
881	7619	1019
882	7627	1010
883	7635	1001
884	7643	993
885	7651	984
886	7659	975
887	7667	967
888	7675	958
889	7682	949
890	7691	940
891	7698	932
892	7707	923
893	7714	914
894	7722	906
895	7730	897
896	7738	888
897	7745	879
898	7753	871
899	7763	862
900	7771	853
901	7778	845
902	7785	836
903	7794	827
904	7802	819
905	7810	810
906	7819	801
907	7827	793
908	7839	784
909	7847	776
910	7855	767
911	7862	758
912	7871	750
913	7879	741
914	7888	732
915	7906	725
916	7923	717
917	7939	709
918	7952	700
919	7961	692
920	7969	683
921	7979	675
922	7987	666
923	7996	657
924	8004	649
925	8013	640
926	8021	631
927	8029	623
928	8036	614
929	8045	605
930	8053	596
931	8061	588
932	8069	579
933	8077	570
934	8085	562
935	8093	553
936	8101	544
937	8110	536
938	8118	527
939	8126	518
940	8133	509
941	8141	501
942	8149	492
943	8157	483
944	8165	475
945	8172	466
946	8181	457
947	8189	449
948	8197	440
949	8206	431
950	8214	423
951	8222	414
952	8230	405
953	8238	397
954	8247	388
955	8255	379
956	8263	371
957	8272	362
958	8280	353
959	8289	345
960	8297	336
961	8306	328
962	8314	319
963	8322	310
964	8330	302
965	8339	293
966	8347	284
967	8356	276
968	8363	267
969	8371	258
970	8380	250
971	8388	241
972	8395	232
973	8404	224
974	8412	215
975	8420	207
976	8428	198
977	8436	189
978	8443	181
979	8452	172
980	8463	163
981	8472	155
982	8479	146
983	8489	138
984	8498	129
985	8506	120
986	8515	112
987	8523	103
988	8531	94
989	8539	86
990	8546	77
991	8554	68
992	8562	60
993	8570	51
994	8578	43
995	8587	34
996	8594	25
997	8602	17
998	8610	8
999	8619	0
