iter	Passed	Remaining
0	4	431
1	6	308
2	10	350
3	14	353
4	18	360
5	23	360
6	27	363
7	31	361
8	34	347
9	38	348
10	43	350
11	47	348
12	51	345
13	55	343
14	60	342
15	64	339
16	69	337
17	73	336
18	77	332
19	82	329
20	86	325
21	91	323
22	95	318
23	99	314
24	103	310
25	107	307
26	112	303
27	116	298
28	120	294
29	124	291
30	129	288
31	134	285
32	139	282
33	143	278
34	147	274
35	152	270
36	156	266
37	161	262
38	165	258
39	170	255
40	174	251
41	179	248
